TC Collection,Size Group,rdf2vec-cbow-200-original,rdf2vec-cbow-oa-200-original,rdf2vec-sg-200-original,rdf2vec-sg-oa-200-original,non-rdf2vec-ComplEx-200-original,non-rdf2vec-DistMult-200-original,non-rdf2vec-RESCAL-200-original,non-rdf2vec-RotatE-200-original,non-rdf2vec-TransE-L1-200-original,non-rdf2vec-TransE-L2-200-original,non-rdf2vec-TransR-200-original,rdf2vec-cbow-200-avgbin,rdf2vec-cbow-oa-200-avgbin,rdf2vec-sg-200-avgbin,rdf2vec-sg-oa-200-avgbin,non-rdf2vec-ComplEx-200-avgbin,non-rdf2vec-DistMult-200-avgbin,non-rdf2vec-RESCAL-200-avgbin,non-rdf2vec-RotatE-200-avgbin,non-rdf2vec-TransE-L1-200-avgbin,non-rdf2vec-TransE-L2-200-avgbin,non-rdf2vec-TransR-200-avgbin,rdf2vec-cbow-128-autoencoded,rdf2vec-cbow-oa-128-autoencoded,rdf2vec-sg-128-autoencoded,rdf2vec-sg-oa-128-autoencoded,non-rdf2vec-ComplEx-128-autoencoded,non-rdf2vec-DistMult-128-autoencoded,non-rdf2vec-RESCAL-128-autoencoded,non-rdf2vec-RotatE-128-autoencoded,non-rdf2vec-TransE-L1-128-autoencoded,non-rdf2vec-TransE-L2-128-autoencoded,non-rdf2vec-TransR-128-autoencoded,rdf2vec-cbow-256-autoencoded,rdf2vec-cbow-oa-256-autoencoded,rdf2vec-sg-256-autoencoded,rdf2vec-sg-oa-256-autoencoded,non-rdf2vec-ComplEx-256-autoencoded,non-rdf2vec-DistMult-256-autoencoded,non-rdf2vec-RESCAL-256-autoencoded,non-rdf2vec-RotatE-256-autoencoded,non-rdf2vec-TransE-L1-256-autoencoded,non-rdf2vec-TransE-L2-256-autoencoded,non-rdf2vec-TransR-256-autoencoded,rdf2vec-cbow-512-autoencoded,rdf2vec-cbow-oa-512-autoencoded,rdf2vec-sg-512-autoencoded,rdf2vec-sg-oa-512-autoencoded,non-rdf2vec-ComplEx-512-autoencoded,non-rdf2vec-DistMult-512-autoencoded,non-rdf2vec-RESCAL-512-autoencoded,non-rdf2vec-RotatE-512-autoencoded,non-rdf2vec-TransE-L1-512-autoencoded,non-rdf2vec-TransE-L2-512-autoencoded,non-rdf2vec-TransR-512-autoencoded
tc07,500,0.71,0.7465856891821069,0.9346733668341709,0.9447236180904522,0.925,0.8925000000000001,0.8975,0.825,0.9,0.9824999999999999,0.9450000000000001,0.7,0.728442827635108,0.881833022982935,0.9084378949964547,0.845,0.8474999999999999,0.8825000000000001,0.7725,0.8725,0.9575,0.915,0.7016832629404692,0.7049819650399236,0.8783143939393939,0.9159755834386657,0.8405986990165552,0.8344637296914018,0.8883373924838918,0.7557573141782532,0.8386718870425749,0.949748743718593,0.916823380707217,0.6958103400437772,0.7119647316336282,0.8397095959595959,0.8727070937509633,0.8964300027746093,0.8713043746339058,0.9003452847057373,0.770570644634214,0.8453617782162346,0.9597989949748744,0.9023029256713013,0.6720874310201312,0.7390480007398958,0.8820391414141414,0.9184881462527361,0.8914048771464685,0.862656842494682,0.8768844221105527,0.799287850294417,0.8796898603446681,0.9698492462311558,0.9304960384745815
tc09,50,0.76,0.7828328173374614,0.8233333333333333,0.8795975232198142,0.86,0.79,0.9199999999999999,0.6799999999999999,0.86,0.9199999999999999,0.8300000000000001,0.74,0.7302244582043343,0.8166666666666667,0.8888622291021673,0.7699999999999999,0.74,0.8400000000000001,0.68,0.8,0.8800000000000001,0.77,0.6996052631578947,0.775015479876161,0.8728229665071771,0.8455417956656348,0.761578947368421,0.7431578947368421,0.875263157894737,0.6535526315789474,0.8436842105263157,0.8542105263157895,0.7836842105263158,0.6996052631578948,0.7605417956656347,0.8007177033492823,0.8592569659442724,0.8336842105263159,0.8152631578947368,0.8642105263157894,0.694078947368421,0.8092105263157894,0.8963157894736842,0.8026315789473685,0.6785526315789474,0.7948065015479876,0.8446411483253587,0.8585448916408669,0.811578947368421,0.7736842105263158,0.8968421052631579,0.6960526315789474,0.8036842105263158,0.875263157894737,0.8121052631578948
tc09,5000,0.7714497045579355,0.8555345818304785,0.9008485434404114,0.90664256809064,0.8843779887930072,0.8743837269948476,0.9250411871789368,0.7800204374733215,0.8841222799395616,0.9353786251700722,0.8782301306222294,0.7444648810116192,0.8360595500658864,0.8696891301731207,0.8772222978268542,0.8208477631844474,0.7882615232464785,0.8778432301172874,0.7359529955692229,0.8505837860098018,0.911424921753601,0.856795803355042,0.7307942149068983,0.8089179742589885,0.86733999591038,0.8754902526544205,0.8207677995108853,0.8127627037951681,0.8770315278136795,0.725192573795306,0.8275401740152389,0.8812410503619109,0.8385155855090117,0.7273917377430626,0.8196345690886121,0.8690294912668648,0.879819853820433,0.8474907303001519,0.8203665827447149,0.8887445670208681,0.7253553518438531,0.8389041972915079,0.9024042734534834,0.8579480073551778,0.7371087055193983,0.8270550818260733,0.8724715882675665,0.8820667986647297,0.8613370697343088,0.833817305598941,0.887233214194524,0.7422080822084408,0.8525760649664063,0.9076242301088676,0.8617290664674764
tc09,500,0.746,0.8442481407562099,0.8733400539252607,0.8895904696132597,0.866,0.85,0.907,0.749,0.8800000000000001,0.9189999999999999,0.867,0.7140000000000001,0.8175368169922546,0.8619938823107788,0.863935773480663,0.8009999999999999,0.783,0.8789999999999999,0.745,0.833,0.9030000000000001,0.835,0.7210233992552875,0.7941845861199962,0.8614378515601893,0.8613268887625896,0.790691294764263,0.7789495349574458,0.8844723900037215,0.7101241891884978,0.8383938682621018,0.8795658546360174,0.8419893796696535,0.7090258626004587,0.8068980279679611,0.864508031411263,0.8659865028593583,0.8051760512981995,0.7923612343629234,0.8764322846592048,0.6930353047185293,0.8129624710159448,0.8928521741619673,0.8388385194515215,0.7174676948598064,0.8215276298166311,0.8598753410624502,0.8701976603047046,0.8271902964086241,0.8231034943243248,0.8745238027080411,0.7207215899270545,0.8447184038015629,0.8970621189133485,0.8510169587797393
tc09_hard,50,0.6025,0.6139698666497467,0.6403992210321325,0.6512958821103391,0.6725,0.6300000000000001,0.71,0.5599999999999999,0.6725000000000001,0.745,0.6775,0.6074999999999999,0.6344714370313971,0.6414623035192656,0.6699712361071455,0.615,0.6225,0.6849999999999999,0.5675,0.6625,0.7224999999999999,0.6425,0.5788700918964077,0.6469111861933314,0.6407007168458781,0.6850461068282521,0.6429469507101087,0.6546658312447786,0.7009649122807018,0.6063993316624896,0.653517126148705,0.6992690058479532,0.6719298245614035,0.6059586466165413,0.6359682962680965,0.5991272401433692,0.646559040005076,0.6357873851294904,0.6238324979114453,0.7128216374269006,0.5645906432748539,0.6465350877192984,0.7001315789473683,0.6534795321637428,0.5615810359231412,0.6244147288051352,0.6476272401433693,0.649746174508,0.6501796157059314,0.6465162907268172,0.6963157894736842,0.5832289055973267,0.679561403508772,0.7070760233918129,0.6734252297410191
tc09_hard,5000,0.6555460094481907,0.7516975214220138,0.7839849815374262,0.7953367247300991,0.7838288347439142,0.7741424511074826,0.819675041548772,0.6756539498340126,0.7491365430798442,0.8522350469085636,0.7581355769670227,0.6456688306305857,0.7355097890902338,0.7646485379804974,0.7762134828948887,0.7043158000631541,0.6793979928826953,0.7664241897989456,0.6412008288980019,0.7185502398402865,0.8046609200560078,0.7361343150269444,0.6203248632541709,0.7233908735737067,0.7713345535883089,0.7744501424799164,0.7127668427201922,0.7093717503531943,0.7721269673281322,0.6332998503455849,0.7028780495353918,0.7784204576629337,0.7288835622744391,0.6319003765930064,0.7301378864453939,0.7774909286556702,0.7790589774732244,0.7361090984554405,0.7119182983890819,0.7694706877986379,0.6368214009243938,0.711822629576429,0.7997077736124998,0.7329693683120079,0.6312808060568669,0.7326376815062384,0.774384875271275,0.7810949273956114,0.7476440507636811,0.7212108897781581,0.7692950237673628,0.6504705264542562,0.7219214925254759,0.813821711548567,0.7473490136964951
tc09_hard,500,0.63175,0.7288022930085932,0.7673740227958623,0.7659828274429946,0.776,0.76,0.788,0.65425,0.752,0.8262499999999999,0.745,0.63425,0.7207834073880771,0.7438973189514295,0.7547805559173248,0.67925,0.6492500000000001,0.74825,0.6300000000000001,0.6992499999999999,0.7907500000000001,0.71425,0.6080912851904993,0.7063648640580685,0.7534680097760892,0.7507368270755466,0.6864281105307191,0.6792809978535059,0.7415930806384473,0.5977702053354164,0.6937890276392283,0.7618820101867241,0.7049546264585713,0.6139294048428818,0.7051317699767569,0.7471327839095568,0.7452027434297941,0.6820882482423541,0.6808398165959746,0.7608371053412389,0.6058384860528152,0.6854687015584775,0.7738082930738825,0.7152259474542909,0.605682471177547,0.7056868211378016,0.7554265095794411,0.756941329447408,0.7179897399886178,0.7002932524167162,0.7469499351726123,0.6223330804608469,0.705239321239862,0.7929982061484708,0.7297233280013721
tc08,50,0.9166666666666666,0.8481481481481481,0.8640350877192983,0.9111111111111111,0.7999999999999999,0.8166666666666668,0.85,0.7333333333333334,0.8666666666666667,0.9,0.8666666666666667,0.8666666666666666,0.8277777777777778,0.8464912280701755,0.8962962962962963,0.6666666666666666,0.6999999999999998,0.8166666666666668,0.75,0.7666666666666666,0.9166666666666666,0.7999999999999999,0.7777777777777778,0.7962962962962963,0.8692185007974481,0.8777777777777778,0.6870370370370371,0.6759259259259259,0.8407407407407407,0.7055555555555556,0.8277777777777778,0.8444444444444444,0.775925925925926,0.812962962962963,0.7925925925925926,0.886762360446571,0.8592592592592593,0.6574074074074073,0.7611111111111111,0.8611111111111112,0.7462962962962963,0.7981481481481482,0.912962962962963,0.8740740740740739,0.8296296296296296,0.825925925925926,0.886762360446571,0.912962962962963,0.775925925925926,0.7425925925925926,0.825925925925926,0.7574074074074074,0.8629629629629628,0.9296296296296296,0.8092592592592593
tc08,5000,0.8921674463156019,0.8997135874804746,0.9582598451541156,0.965973202910031,0.8834482981377528,0.8643746324512162,0.8737534081796312,0.8311496257685111,0.8983708233092756,0.9670300053461641,0.8702931925510113,0.8550626392230242,0.8580732602823025,0.9324094834334171,0.9232330427037782,0.8049394769669429,0.7273839882384389,0.8456496034928271,0.7306424529983072,0.8538677047135348,0.9327314220796579,0.8365024057738571,0.8153697999979741,0.8592154615134303,0.9128709456697434,0.912587999383776,0.7490619138049048,0.7249544814578374,0.8582467705296281,0.7381818193060612,0.8371937835715398,0.9120935659599168,0.8234469806976051,0.8357913744380824,0.8486726076529377,0.9207130545476848,0.9352130051283686,0.8083402373015497,0.7525724413811953,0.8608502106144503,0.7628106924367772,0.8410522184057093,0.9305131658423824,0.8399379054779872,0.8316804485057813,0.8640367124340881,0.9332326258467122,0.9461057798321489,0.8188667256884341,0.7594004542170021,0.8522148513817749,0.7446185622349111,0.8395495475588888,0.946101938888883,0.8509424719994417
tc08,500,0.9037739463601532,0.887078743370053,0.9391507145980215,0.9561464708282333,0.857624521072797,0.8437931034482758,0.8758812260536398,0.8293869731800766,0.8886206896551725,0.9700000000000001,0.8672030651340995,0.8727777777777778,0.8584414524683802,0.908550012752546,0.934814361485108,0.7860536398467431,0.7171455938697319,0.8538888888888888,0.7840613026819924,0.8595402298850573,0.9379310344827586,0.8251340996168581,0.8478335373317014,0.8519645042839658,0.9012614433287509,0.9104426764585885,0.7574683802529579,0.6923153814769482,0.8525581395348837,0.7605365157078744,0.8347654018767848,0.8978172174622604,0.8050611995104039,0.8439657282741738,0.8477070583435333,0.9178545813161199,0.9254916360669115,0.7737923296613628,0.7118788249694002,0.8721521827825377,0.7826988984088127,0.8406670746634027,0.9326927784577723,0.8194879640962872,0.8537739698082416,0.8425234598123215,0.9207490337298029,0.9233700530395756,0.8059934720522236,0.7192146062831496,0.8483945328437371,0.7642594859241126,0.8671685026519788,0.9297429620563036,0.8427662178702571
tc06,50,0.6300000000000001,0.85,0.8875,0.9199999999999999,0.9700000000000001,0.89,0.9400000000000001,0.78,0.8800000000000001,0.95,0.89,0.6300000000000001,0.82,0.835,0.8866666666666667,0.93,0.8800000000000001,0.9099999999999999,0.79,0.8200000000000001,0.9200000000000002,0.8699999999999999,0.6456140350877193,0.8056140350877193,0.805,0.8828070175438597,0.9350877192982457,0.8735087719298246,0.9178947368421053,0.729122807017544,0.7678947368421053,0.9156140350877193,0.8268421052631579,0.6317543859649122,0.8400000000000001,0.8474999999999999,0.8866666666666667,0.9894736842105264,0.8768421052631579,0.9089473684210526,0.7173684210526315,0.722982456140351,0.9184210526315789,0.8285964912280701,0.6507017543859648,0.86,0.86,0.9,0.968421052631579,0.8940350877192984,0.894561403508772,0.7268421052631578,0.7535087719298247,0.9250877192982457,0.8817543859649122
tc06,5000,0.6942799885079388,0.8503559835590437,0.9564314180566903,0.9639085498904905,0.9899634027431524,0.9842085509731048,0.9899341959519816,0.8662716213154649,0.928046850208605,0.983869622966985,0.9753641030912524,0.6640688797223557,0.8403041858379678,0.9289323543461103,0.936215220794991,0.9619602689499601,0.9384208870899311,0.9607223460942244,0.8192066511117861,0.8888560205131248,0.9647721552474369,0.9398857322525356,0.6301377814693978,0.8313274338850599,0.9196609576199727,0.9329479682949777,0.9594420424089547,0.943475673394566,0.9591178892869447,0.7880419789705255,0.8364613236304799,0.9464426355860663,0.9364561118939434,0.6385138979200595,0.8341709929641749,0.9141162207512415,0.926034368789822,0.9679125842270304,0.9561654290240652,0.9652155251289969,0.8084076919050748,0.8534729225087181,0.9582338228317628,0.9411025120966263,0.6505484686945733,0.8338360300332986,0.9230186050390239,0.9371230032498478,0.9753603528327381,0.9659157485678813,0.959464659325558,0.8176391349056061,0.8710147341553303,0.9695380663266135,0.953678363428373
tc06,500,0.662,0.8532887514495554,0.9374040404040404,0.9457451527425309,0.9869999999999999,0.976,0.9850000000000001,0.844,0.925,0.9809999999999999,0.951,0.667,0.8258369319500195,0.9202613636363635,0.9246179784093265,0.9480000000000001,0.9269999999999999,0.945,0.784,0.873,0.9470000000000001,0.909,0.6232122733180046,0.8288388430446545,0.8988868429425286,0.9151355431778422,0.9543849309233309,0.9368848130289391,0.9506752945006014,0.7573755180849177,0.816588255002563,0.9462971335516294,0.921311775040782,0.6373420890487329,0.8390785981187993,0.9044282172080503,0.9155315372850877,0.9729687326591927,0.9577847525580179,0.9568492075440795,0.7679245289643157,0.8213878542466897,0.9505594156204218,0.9191532941224125,0.6581587009859455,0.8421354206932097,0.9092630956916627,0.9303487769267111,0.9769077907177591,0.967196526886066,0.9503091117039609,0.792413930714585,0.8730855114611856,0.9630151876837948,0.930266573870479
tc06_hard,50,0.6625,0.8987341772151899,0.6883116883116883,0.7215189873417721,0.7,0.7625,0.9375,0.7625,0.5125,0.65,0.7875,0.575,0.8354430379746836,0.6753246753246753,0.7721518987341772,0.6625,0.6,0.825,0.7125,0.575,0.6125,0.8375,0.5569620253164557,0.8481012658227848,0.6103896103896104,0.6835443037974683,0.7088607594936709,0.6962025316455697,0.810126582278481,0.6075949367088608,0.5822784810126582,0.620253164556962,0.8607594936708861,0.5569620253164557,0.8734177215189873,0.6883116883116883,0.6329113924050633,0.6708860759493671,0.6835443037974683,0.810126582278481,0.620253164556962,0.5949367088607594,0.6582278481012658,0.7468354430379747,0.5569620253164557,0.8481012658227848,0.6753246753246753,0.7215189873417721,0.6835443037974683,0.6329113924050633,0.8481012658227848,0.7088607594936709,0.5443037974683544,0.6835443037974683,0.7974683544303798
tc06_hard,5000,0.5998427672955975,0.9082997582594682,0.8611203181968843,0.9387590652699436,0.9333333333333333,0.8819182389937107,0.9638364779874213,0.819496855345912,0.8215408805031447,0.7776729559748428,0.9641509433962264,0.595125786163522,0.8804190169218372,0.8006297646668876,0.8554391619661563,0.8657232704402515,0.8040880503144654,0.9227987421383648,0.8028301886792453,0.7223270440251572,0.7534591194968554,0.9124213836477988,0.5829170024174053,0.8721998388396455,0.7955510273391068,0.8016116035455279,0.8518936341659952,0.7804995970991137,0.9248992747784045,0.7510072522159549,0.638033843674456,0.7500402900886382,0.9152296535052377,0.5922643029814666,0.8780016116035455,0.7809475292919001,0.8206285253827559,0.8678485092667204,0.8032232070910555,0.9287671232876712,0.7788879935535858,0.6612409347300564,0.7521353746978243,0.9144238517324738,0.5938759065269944,0.8850926672038678,0.8140601120733572,0.8614020950846092,0.8905721192586624,0.8149879129734086,0.9065269943593876,0.7883964544721999,0.6605962933118453,0.7664786462530218,0.9281224818694601
tc06_hard,500,0.57875,0.8811630847029077,0.7958115183246073,0.8963337547408344,0.91375,0.84625,0.94,0.7325,0.715,0.7375,0.94125,0.625,0.8584070796460177,0.731675392670157,0.7939317319848294,0.8125,0.7425,0.88875,0.73,0.6925,0.7325,0.8725,0.5777496839443742,0.820480404551201,0.7328042328042328,0.7762326169405815,0.8040455120101138,0.7319848293299621,0.9051833122629582,0.6877370417193426,0.5701643489254109,0.7130214917825537,0.877370417193426,0.5865992414664981,0.8571428571428571,0.7195767195767195,0.7509481668773704,0.8078381795195955,0.7193426042983565,0.8836915297092288,0.6927939317319848,0.6270543615676359,0.7243994943109987,0.8621997471554994,0.5941845764854614,0.8533501896333755,0.7632275132275133,0.8141592920353983,0.8331226295828066,0.7787610619469026,0.9013906447534766,0.7041719342604298,0.6194690265486725,0.7345132743362832,0.9039190897597977
tc01,50,0.8099999999999999,0.8224458204334365,0.9257142857142856,0.8852631578947369,0.78,0.8,0.96,0.65,0.75,0.8699999999999999,0.79,0.77,0.8087306501547987,0.8957142857142857,0.821733746130031,0.66,0.71,0.8700000000000001,0.62,0.74,0.8600000000000001,0.74,0.7727863777089784,0.8342105263157894,0.8261654135338347,0.809969040247678,0.7022291021671827,0.6797523219814241,0.8334984520123839,0.603405572755418,0.6938080495356038,0.8112074303405572,0.7020433436532507,0.7501547987616098,0.8012074303405573,0.8116367842683632,0.8134984520123838,0.7420433436532508,0.7566253869969041,0.8550773993808051,0.5785139318885448,0.7160990712074303,0.8217337461300309,0.6625696594427245,0.7829721362229102,0.8445510835913312,0.8612608444187393,0.8627863777089783,0.7297523219814241,0.7478637770897831,0.9073684210526316,0.6064086687306501,0.7606811145510836,0.885077399380805,0.6704643962848296
tc01,5000,0.7770358974358974,0.8708266642188587,0.9133240574583127,0.936815757631226,0.8596487179487179,0.871525641025641,0.9649948717948718,0.7675641025641026,0.8423948717948717,0.9482615384615386,0.8554282051282052,0.7562846153846154,0.8347490833817727,0.8911635091302458,0.8975855834925082,0.7743076923076923,0.7507128205128205,0.9128948717948717,0.6751282051282051,0.7950179487179487,0.8983410256410258,0.8015589743589743,0.7373337956039662,0.8258130255528584,0.8728343251908658,0.8680078973847032,0.7659872950512133,0.7570585322210871,0.9071153873930324,0.6643910922822083,0.7737044242789932,0.8709679464081672,0.7988141163297107,0.7466304859705009,0.8356964034057175,0.8747981138540146,0.8906740087649038,0.7843292640264204,0.7731839470148587,0.9168134519645946,0.6663365219188745,0.7918454951579534,0.889260423283669,0.8070576862844148,0.7495936046115387,0.8422452031503489,0.8858578476782124,0.9029475402231786,0.7914759156463562,0.7825550487086756,0.9124650482998071,0.6714903401685637,0.7967512881601413,0.9089213514433399,0.8232075700127222
tc01,500,0.7630000000000001,0.8451358057622725,0.9184309983797256,0.9314099205739035,0.8480000000000001,0.869,0.96,0.744,0.826,0.9339999999999999,0.836,0.742,0.8298578683473334,0.8679506919809873,0.8837518790038368,0.731,0.698,0.9120000000000001,0.663,0.757,0.891,0.784,0.7370543756700747,0.799686210595771,0.8677650123073584,0.8633716682893244,0.7421796313323268,0.7145465164230629,0.8897113697815333,0.63878562604207,0.7558548728297695,0.8763386904527252,0.7928455155526903,0.7511234027389678,0.8228762657429469,0.8700788453606659,0.8727158439229742,0.7510566435855635,0.7262178939034505,0.9128399979438804,0.6526679636260057,0.7539760857239589,0.879518188736329,0.7429269245589586,0.737783573980501,0.8146482667737418,0.8969683257628212,0.8990517263868952,0.7512638942675227,0.7396821058260075,0.8956518479182561,0.6478389573231487,0.7743981612994986,0.8928968997038723,0.7693653822295603
tc01_hard,50,0.6499999999999999,0.8201584507042254,0.6946022727272727,0.6763204225352113,0.6312500000000001,0.65,0.75625,0.63125,0.675,0.83125,0.625,0.58125,0.7717429577464789,0.6870265151515151,0.6247359154929577,0.5625,0.6187499999999999,0.7250000000000001,0.6187499999999999,0.58125,0.8187500000000001,0.60625,0.5933978873239436,0.7537852112676056,0.7149784482758621,0.6161091549295774,0.5605633802816901,0.5566901408450704,0.6943661971830986,0.5738556338028169,0.6113556338028169,0.7193661971830986,0.5973591549295774,0.5676056338028168,0.8233274647887323,0.6977370689655172,0.692693661971831,0.5551056338028169,0.6004401408450704,0.6943661971830986,0.5903169014084506,0.6121478873239437,0.7866197183098591,0.5903169014084506,0.6074823943661971,0.8170774647887324,0.7235991379310345,0.6692781690140845,0.5887323943661972,0.6215669014084506,0.7124119718309859,0.5949823943661972,0.6215669014084506,0.7882042253521127,0.5645246478873239
tc01_hard,5000,0.646498975409836,0.8881725006810133,0.6811299621622786,0.8784396849178244,0.6438422131147541,0.6457715163934425,0.8350122950819672,0.6179631147540984,0.799093237704918,0.9177879098360655,0.7479590163934426,0.6145922131147541,0.8413675883047308,0.6601727467888195,0.8184049532370834,0.5688493852459016,0.5684795081967213,0.780047131147541,0.5770338114754099,0.7161290983606557,0.8816844262295083,0.6894405737704918,0.6073038615119339,0.8177018069554163,0.65308510791057,0.7153108825932988,0.5820316045013159,0.5719019421000091,0.7924533759869317,0.5942236137580543,0.7138539114257192,0.8428470142481168,0.6521406207459842,0.6223074916054088,0.8554617270498501,0.6559282606510533,0.7883626169072915,0.5956886967964425,0.5724169616117615,0.801233664579363,0.5705463290679735,0.7327343679099736,0.8695752790634359,0.6303782103639168,0.6082448498048825,0.8591113910832653,0.6646156718025301,0.8031712521565423,0.5882135402486615,0.5795251383973137,0.8100581949360196,0.587579975496869,0.738585057627734,0.8951464515836283,0.6702576231962973
tc01_hard,500,0.6641700819672132,0.8883372851215174,0.6991880565741226,0.8812981624184943,0.665625,0.6780225409836065,0.9099795081967212,0.6473258196721312,0.8096926229508197,0.9373155737704918,0.7055840163934426,0.6351331967213114,0.865529957594273,0.6814562598218963,0.7863042040946606,0.5876536885245902,0.5508094262295082,0.8577151639344263,0.5891905737704918,0.6926024590163935,0.9085245901639344,0.6219569672131148,0.6226574255619899,0.8600069536272856,0.700411709546973,0.7085945693310839,0.5893911586338972,0.5866154074141626,0.8288581232045962,0.5701746386393689,0.7179392184578907,0.828157060781542,0.6113121836669555,0.6190666180292737,0.8641420819844057,0.6827418976733283,0.7491450458255438,0.5852417810405363,0.5769430258538142,0.8667183438967672,0.5741815238703205,0.7215300259906069,0.8812554147097715,0.636795517760248,0.6308279376225434,0.8530675755779491,0.6907343374553127,0.8353386758469745,0.6037999863207333,0.5956294742601796,0.8612523368747436,0.6039282294469016,0.7262094751721309,0.8978671743194564,0.6402295836943139
tc12,50,0.9,0.9131091617933724,0.9666666666666667,0.9653508771929825,0.9583333333333334,0.9583333333333334,0.9666666666666667,0.8833333333333333,0.9750000000000001,0.9750000000000001,0.9083333333333333,0.9333333333333332,0.9135964912280702,0.9500000000000001,0.9315789473684211,0.7916666666666666,0.7666666666666666,0.9249999999999999,0.8083333333333332,0.9583333333333334,0.9833333333333334,0.775,0.8209551656920078,0.8784600389863547,0.9570175438596492,0.9070175438596492,0.8042397660818713,0.7371832358674464,0.9412280701754385,0.7556530214424951,0.9232456140350878,0.9578947368421052,0.7603801169590643,0.8552631578947368,0.904775828460039,0.9149122807017545,0.9227582846003899,0.7797270955165692,0.7973196881091617,0.9398635477582845,0.78635477582846,0.9491228070175438,0.9662280701754388,0.7519493177387915,0.8815789473684211,0.8617933723196881,0.9649122807017544,0.9569688109161794,0.8722222222222222,0.7612573099415205,0.9153508771929824,0.803411306042885,0.9578947368421052,0.9828947368421054,0.8454678362573099
tc12,5000,0.8896205091817676,0.9094648948310308,0.9550152530478832,0.9383595734890088,0.8890828501888105,0.8979880062909865,0.9278514138547251,0.8336164519806905,0.9607424273665996,0.9845662251655628,0.871877810930791,0.8727005575366502,0.8833678835547046,0.9286055698734117,0.9104069640708143,0.767912856091664,0.7534186133954345,0.9121466677178599,0.7749267136469123,0.9483661548164859,0.9742061389677285,0.8172902970833436,0.8492617780936982,0.8678765811475687,0.922705180940313,0.9131242774372804,0.7661681284852476,0.7543961061251481,0.8937772292306931,0.7432415889539691,0.8784925859182676,0.9487213122334147,0.8008107396794154,0.848361876475337,0.8746520178157234,0.9151565908025637,0.914559591013029,0.8084934123519053,0.7832993578425832,0.9121171337495985,0.7611932668904521,0.9226812531072349,0.9701287991111709,0.813269088385619,0.8579190939781293,0.8934032088214261,0.9228267747093474,0.9262025477022976,0.8257166646017023,0.8124438182406032,0.9045554298352337,0.7891808194706739,0.938736705138283,0.9709573627666787,0.8556610332399451
tc12,500,0.9161691086691087,0.9254936841783284,0.9676474745552603,0.9594223541239496,0.9581746031746031,0.9492643467643468,0.9558730158730159,0.8675641025641027,0.9812301587301587,0.9778968253968254,0.8990811965811966,0.887912087912088,0.901660540075076,0.9444148052851898,0.9353503519562648,0.8195726495726495,0.7788339438339439,0.9199206349206349,0.7976007326007326,0.9595238095238096,0.9753968253968254,0.8265323565323565,0.8544284110151846,0.8758940672748983,0.9415792698388074,0.9413723841207181,0.8143827556519039,0.7666464199972364,0.9191881663084477,0.7837642012156173,0.9268724918997294,0.9698138924834095,0.8199152661532128,0.8902733135938424,0.9053947581519955,0.9489051260945932,0.9299139131801469,0.8194992339831342,0.806263248917462,0.9296024755892297,0.7812419105160914,0.9322899770906372,0.9713945334466333,0.8494575013047697,0.8885552292961628,0.900515804459144,0.9595496243880218,0.9403535186518702,0.8452162297390783,0.8207176723394788,0.9281580122337174,0.8054055235272607,0.9594772370821937,0.9823072833666534,0.8410332841473322
tc12_hard,50,0.7916666666666666,0.7498350057685501,0.7895942053469388,0.754131649938612,0.7395833333333334,0.75,0.7791666666666667,0.6958333333333333,0.7541666666666665,0.8041666666666667,0.65625,0.7124999999999999,0.7397231780934312,0.7638230779374428,0.7168964089850167,0.61875,0.6125,0.7395833333333334,0.6520833333333332,0.7416666666666667,0.7458333333333332,0.6583333333333333,0.6510889619275696,0.6653719363371262,0.726241349986978,0.706387419599445,0.5751029952770459,0.5943621771944557,0.7376516373351817,0.6503271282543435,0.7351030434100054,0.7095988506589773,0.6135271666126096,0.6681264189966721,0.7267275752244107,0.7465298607245643,0.7490919624622157,0.615226084213426,0.5990863346084866,0.7606935330036596,0.6935211092647803,0.7170698079717068,0.7351121886723152,0.5942987435076043,0.6585777006663083,0.7122299370717092,0.7672167368619734,0.7218001301070922,0.6129305585792927,0.6136062342549684,0.7497675918561995,0.6916808658897265,0.7309074506859318,0.7206450316418671,0.6284112291232544
tc12_hard,5000,0.7207368606251433,0.7043866950206142,0.71390906179474,0.7212624249613651,0.7102331625785135,0.721521727797819,0.6957202295517049,0.6527946141856247,0.7623935494586586,0.7552059938532899,0.6594249327522572,0.6723888318354638,0.6646399096497159,0.6811724923683339,0.6768113228154435,0.5965944869883438,0.5939596664141256,0.6508446548180894,0.6217852669810687,0.7059945902058092,0.7068356732477937,0.620915918166274,0.6243709161853355,0.6288063045838478,0.667701676417841,0.6826147929225077,0.6170700528826979,0.5912586444573168,0.6656102648442683,0.6349687056242007,0.6978392515239259,0.6802893899989746,0.6180864036246322,0.6444685919636755,0.6466612507177272,0.6894481538707682,0.6833589407186299,0.6249855971287207,0.6026746529266106,0.6772917746558909,0.6095527315021645,0.7010743787794489,0.7156386024243085,0.6021368678118966,0.6474492004324998,0.6470676103520843,0.7037515444355815,0.6888871376461528,0.644226433715802,0.6153802916857035,0.6597737756537932,0.6378560803177774,0.7315365489069099,0.7084329285720995,0.6063909326846146
